# BCMC Cell random cases (N up to 65,535)
#
# Generated by validation/gen_vectors.py from validation/reference.py
# Seed: 20260731.  Do not edit by hand.
#
# One evaluation of the BCMC characteristic function per line:
#
#     bit = 1  iff  ((column - offset) mod N) < weight
#
#      N  weight  offset  column  bit
  43007       0   38306   17028    0
  62237   13770   17135   46180    0
  22105    2536   19131   14203    0
  65444       0   13987   11135    0
  17004    2427    4966    6759    1
  15556       0    4295    9552    0
  40453   25487   32228   18928    0
  24611    1030     822    3590    0
  19434    5751    8680     285    0
  43136    5322   38854    9032    0
  44920   18792    9247   43110    0
  20411   20411    3989    5298    1
  51587   51586   46648    5912    1
  29501   13310   22297    4642    1
  39392   39391     353   10406    1
  44624    6107   18069   14467    0
  61422   61422   47809   29206    1
  20885       0   20284   18602    0
   8792    4999    2434     917    0
  31729   28759     224   26298    1
  37434   15763   21334   33959    1
  16493     583   15046    3346    0
  19967   19967   10898    5304    1
  21233    9283    3631    4558    1
   1965     916    1483     284    1
   2114     148     900     616    0
  31685   31684   26992    8486    1
  50479   50478   18033   37376    1
   4450       0    3239    2642    0
  17650    1510    5578    9773    0
  14510   14202   10806    5172    1
  43572   43572    8135    8929    1
  16745   16026    3176    7927    1
  17621   16839   13701   14989    1
  13113   10659    6681    4114    1
  26524   26524   14745   18647    1
  52526   19390    9405   47893    0
  51128   31702   12944   23481    1
   4196    2030    1591    3591    1
  18457   11662   11609     399    1
  41134   11250    9559    8664    0
  54000   27987   32326     102    1
  31926    2741   30572   12202    0
  52677   52677   26338   25488    1
  63443   50161   13034    6735    0
  37138   37138     666    7733    1
  39865       0   16594    4118    0
  47819   13149    6664   17948    1
  13908   13908   11444    4870    1
  39061   39060   17941   14125    1
  21702       0   16049   13661    0
  59127   47010   28515   14801    1
  35290   35289   33338      22    1
  16801    3343   14646    6168    0
  34582   12381   28349    8628    0
  42741       0    6099   11816    0
  51695    4024   15580   33166    0
  25354   13400   23405    7388    1
   4819       0    3248    2910    0
  10542       0    7837     274    0
  62446     193   52145   14420    0
  41353   28013   12875   16684    1
  34824   26576   31732   11102    1
  25283    1390   14507    7579    0
  21944   14472   15935    6724    1
  60476   34821   49030   56415    1
  29471    2327    3356   24909    0
  58474   58474   21981   57677    1
  40098   21825    9126    7334    0
  55128   55128   41567   30278    1
  30928   30928   27713    4168    1
  24487    1848   14118   13402    0
  16074   14890    4110   15676    1
  32766   13551   32154   24019    0
  39341    6328   26796    3180    0
  26164    1809   23680   13981    0
  42984       0   40866   20836    0
   4816    1493    1749     821    0
  10239    1020    3494    2426    0
  57986    1750   22645   24322    1
  51391       0   18625   24221    0
  29273   22285   22938    9662    1
  48636    2845   47785   11649    0
  59213   48647   51462   56779    1
  37090   37090    3072    3284    1
  38397   38396   29974   31935    1
  62072   62071    2313   60167    1
  36196   36195   19362   10241    1
  64478       0     655    4852    0
  57516   57515   13255   17756    1
  55927   55926   28559   41456    1
  57361   57360   38367   37718    1
  27548       0   10110   25726    0
  49551   42375   33494   38457    1
  60051   17233   22110    6419    0
  35451   35451   27046   16731    1
  18096   18095    7986     638    1
  34985   32247   30427   34223    1
  63803   22022    1826   18384    1
  28328       0   15697   21446    0
  45365   12743   34566   44207    1
  43108   43108    6143     409    1
  60793   22793   59663   46029    0
  46186       0   37102   36576    0
  59670   23690   26892   16105    0
  33671   23531   17564   29397    1
  42799   42799   23588   27793    1
  40450   40450    1155   10568    1
  32562   17292   32241   23276    0
  27683   27140   24824      70    1
  41154   11422   34654    5969    0
   7600       0    2424    2829    0
  56711   51086   29968   56615    1
  24622       0    7317   19184    0
  38235       0    5061   33093    0
  18124    8918    1416     526    0
  54894       0    8277   33749    0
   4247    4247    2368    1619    1
  23049    1153    9894   14449    0
  13631    1489    7832   12887    0
  14742   14742    6318   10153    1
  48667   15631   38765   18262    0
  31692    6308   18311   29969    0
  36163   36163    2408   25155    1
  45264   24684    1115   17436    1
  24870   18309    9391     784    1
   3328    3328    1937    1420    1
   4647    4647      51     895    1
  17060       0    3716    9198    0
  19836       0    1440    4602    0
  13033   13033    4757    7581    1
   9044    9043     159    4939    1
  54594   32802   24718   47414    1
  26279   15524   10241   12606    1
   3241    1458    2150    1536    0
   1497     806    1043     467    0
  28577   25447   20133   26741    1
  22742    2792    4757    9201    0
  63544   36370   55712   28936    0
  33908   16313   24099   33664    1
  39515       0    5107   30525    0
  24292       0   10285   10781    0
   7153    2595     625    4808    0
   2472    1453    2111    2108    0
  61782   16825   41221   35795    0
  34575    3857   19758   12556    0
   8336       0    8001    8105    0
  41071     898    4268    1504    0
  33021       0   14661   18835    0
  57801   35060   55021    5574    1
   1154     336     636     147    0
  46676   27203   15831   27573    1
  48583    8987   26761   44845    0
  36097   36096    8354    7258    1
  32668   32668   17762    2511    1
  62988    1445    1390   50430    0
  37058   37057   32880   15751    1
  37804       0    8927   35167    0
  16157       0   14385     719    0
    425      24     335      20    0
  43936   43936   16506   22257    1
  55636   55636    5324   46750    1
  21632    2965    2162    6800    0
  50532       0   39715   12169    0
  36770   36770   19703   21323    1
  30550   23008   26344   25196    0
   8469    8469    7663     108    1
  30340   30339   30210   18638    1
  26795       0    4424   20344    0
  28464   14448    7761   11178    1
  47896   32335   24311    8021    1
  58922   58922   18134   30083    1
  51432   32692   44052   16480    1
  48488   12299   14930   12617    0
  50865   50864    7489   38183    1
  55933   18072   18530    5074    0
  21811    2763    4640   13098    0
  40387   40387    8702   26055    1
  16046    2734    2643    1925    0
  48134    6000    5410    3404    0
   4494    4101     387     562    1
  28668   28667   26791   10800    1
  46005   44638   45757   19332    1
    347     347     184     202    1
   2024    2024    1604      27    1
  52616   25365    3621   37196    0
  16315   13052   12900    1754    1
  29450       0   18675   27295    0
  18152     686    6163    8551    0
  58222   21645    4752   28487    0
  36477    7113   22386   35454    0
  27486   23044   12293   13897    1
   5888    5888    5433    3510    1
  41560   41560    7539   20599    1
  38213   38212   23396    6785    1
  58217   58216   53351   17796    1
  38956   16434    7136   38092    0
   6742    2697    1559    1515    0
  55700   55699   30943   43342    1
    560      37     478     424    0
  37379   37379   22399   29694    1
   4517       0    2429    2879    0
  32752   18621   11769   14055    1
  51060   51059    8413   51039    1
  60738   35022   22154   54927    1
  59609    7215   36117    4046    0
  25059   25059   21095   19424    1
  62985   62984   46995   16954    1
  31341   27956   16819   31274    1
  28097   18395    6873   20411    1
   6120       0    1404    4902    0
  15633   14516    7256   11001    1
  29798   29797    9554   12170    1
  15856   14093    2179    6963    1
  37099   37099   13250   11198    1
  10259       0     909    6434    0
  24202       0    4510   11056    0
  48793   36216   12029   37211    1
  58068   30316    2542   26201    1
  64047   40657   39012   40070    1
   3422     821    1093    2416    0
   7288    6875    5362    4995    0
  51687   31870   29230   22030    0
  12145   12068    1739    8338    1
  56418   56417   32155   18535    1
  50930   12498   16451   24482    1
  26486   17518   17227   19972    1
  30609   30608    8607   28765    1
  26914   13744   19015    8859    0
  54300   48261   40248   23475    1
  11259       0    8553    9085    0
  29282   19826    1652   24559    0
  25681   25681   16493    2529    1
  63706       0   46603   22820    0
  60072   60072   32463   42600    1
  63688   63688   42923    3980    1
  57479   55033    5719   51917    1
     59      43      57      57    1
   5317    5317    4599    3131    1
  36825   36082   31791   17352    1
  38513   38513    1932    3132    1
  10224       0    8133    2875    0
  25505    4644    3407     666    0
  53366       0    9469   28570    0
  28029       0     847   20287    0
  31359   12540   20178    9283    0
  44972   44971   19484   13086    1
  31616   21414   18418   23421    1
  63689   63689   49637   51191    1
  21997       0    5906    2739    0
  63121   15098   23134   59991    0
  52085   18409   15993    5738    0
   2369     894    1670    2110    1
  31712     645   21928   24324    0
  51655   44072    4404   26807    1
   5170    3065    5065    4561    0
  11116       0   10645    9360    0
  24572   17829   16018   16073    1
  11954    9169    2604   10850    1
  51203       0   39335   50171    0
  25401       0   18933    5912    0
   7436    7435    1750    3569    1
  26830       0   24865   16881    0
  23366   22162    4590    8896    1
  24235       0   11254    5908    0
  43912   18624   10042   35410    0
  19080   19079   13582   17076    1
   9249       0    9007    3370    0
  20403   15536   17765    4315    1
  11904   10534    6495     389    1
